song_name,tempo,total_beats,average_beats,chroma_stft_mean,chroma_stft_std,chroma_stft_var,chroma_cq_mean,chroma_cq_std,chroma_cq_var,chroma_cens_mean,chroma_cens_std,chroma_cens_var,melspectrogram_mean,melspectrogram_std,melspectrogram_var,mfcc_mean,mfcc_std,mfcc_var,mfcc_delta_mean,mfcc_delta_std,mfcc_delta_var,rmse_mean,rmse_std,rmse_var,cent_mean,cent_std,cent_var,spec_bw_mean,spec_bw_std,spec_bw_var,contrast_mean,contrast_std,contrast_var,rolloff_mean,rolloff_std,rolloff_var,poly_mean,poly_std,poly_var,tonnetz_mean,tonnetz_std,tonnetz_var,zcr_mean,zcr_std,zcr_var,harm_mean,harm_std,harm_var,perc_mean,perc_std,perc_var,frame_mean,frame_std,frame_var,target
001.wav,129.19921875,9619,310.290322580645,0.293675422668457,0.289210140705109,0.08364250510931,0.474309474229813,0.236747726798058,0.056049484759569,0.268062834717719,0.107124460215369,0.011475649976434,1.77459287643433,9.64661598205566,93.0571975708008,-2.87810587882996,48.0323715209961,2307.10888671875,-0.029717465862632,2.83824300765991,8.05562400817871,0.089112140238285,0.027995273470879,0.00078373530414,1771.27569032795,214.795942146877,46137.2967627647,1806.43092074517,194.118725888828,37682.0797407018,21.0099514312496,4.80138935056264,23.0533396956963,3340.99241286058,458.699067154612,210404.834208511,1.13631553253842,1.3095482709573,1.71491667396725,-0.010568758727675,0.094039956322212,0.008843513385083,0.10888671875,0.026411873969944,0.000697587086604,9.86097177246848E-08,0.065760456025601,0.004324437119067,2.60357410297729E-06,0.046945534646511,0.002203883137554,2.27671655328798,1.14372066344028,1.30809695598028,HAPPY
002.wav,161.4990234375,6271,241.192307692308,0.34549480676651,0.29619225859642,0.08772985637188,0.403767794370651,0.266381472349167,0.070959083735943,0.23128072418628,0.172749992628663,0.029842559953203,0.966679155826569,6.06639719009399,36.8011741638184,-6.16241884231567,74.8101959228516,5596.5654296875,-0.019479276612401,2.32939338684082,5.42607355117798,0.059100538492203,0.025105254724622,0.00063027383294,955.049548076623,261.405059981833,68332.6053841057,1277.16495973909,251.578323383301,63291.6527963528,20.107726448076,5.07921594721343,25.7984346384272,1748.24806732657,674.966627862261,455579.948727752,0.663148896401969,0.780009156699524,0.608414284535103,-0.036399064029033,0.134408714952638,0.01806570265522,0.050082488001745,0.017200889583508,0.000295870602464,-3.075711447309E-06,0.048669368028641,0.002368707209826,5.24081860930892E-06,0.025761961936951,0.000663678685669,3.01627210884354,1.51686741921247,2.30088676746829,HAPPY
003.wav,107.666015625,10669,355.633333333333,0.282156497240066,0.287959516048431,0.082920677959919,0.322821378707886,0.272350281476974,0.074174672365189,0.219574229480931,0.187404618622884,0.035120491081189,1.89443480968475,12.7412052154541,162.338317871094,-3.54741764068604,69.3600082397461,4810.810546875,0.022429885342717,2.26709580421448,5.13972330093384,0.082614757120609,0.037491146475077,0.001405586139299,1023.42255184177,432.880923592004,187385.894009866,1248.16656161039,416.770195253424,173697.395651577,19.6788093897954,4.15320397194438,17.2491032325746,1891.62047652339,1102.28427437976,1215030.62154492,0.902824858081378,1.05459080859659,1.11216177357641,-0.002082725406022,0.167028380365853,0.02789847984764,0.053825827205882,0.022632297975662,0.000512220911659,1.11494905752352E-07,0.077875025570393,0.006064519286156,4.73904378850421E-07,0.023150380700827,0.000535940169357,3.39475736961451,1.67743240932299,2.81377948784714,HAPPY
004.wav,151.999080882353,11540,311.891891891892,0.337841719388962,0.285714596509933,0.08163283765316,0.454452067613602,0.258824288845062,0.06699001044035,0.245615927635647,0.151677781579946,0.023006149425014,1.18046748638153,5.13942909240723,26.4137306213379,-6.82978057861328,48.7736930847168,2378.87329101562,-0.029680816456676,2.23282098770142,4.98548936843872,0.069328889250755,0.030456310138106,0.000927586865146,1924.39779985093,364.909086298414,133158.641263143,1947.62299586422,248.693773424069,61848.5929399021,19.5702165155283,4.40951490867282,19.4438217298078,3685.66593207617,785.748323677072,617400.428161329,1.00167899043243,1.19145108840117,1.41955569605233,0.005176512748818,0.117237902645374,0.013744725816686,0.10931815940568,0.027300604534373,0.000745323007942,-7.47765739106398E-07,0.063894473016262,0.004082503728569,-5.17756097906386E-06,0.02068985067308,0.000428069906775,4.19004081632653,2.04330950266598,4.17511372368509,HAPPY
005.wav,135.999177631579,9348,292.125,0.244679376482964,0.283219307661057,0.080213181674481,0.351696193218231,0.296946972608566,0.088177509605885,0.200015053940701,0.208152135541367,0.043327311530432,5.77331256866455,24.1434803009033,582.907653808594,-0.619044423103333,37.9080543518066,1437.0205078125,0.003902544267476,1.18626773357391,1.407231092453,0.162328466773033,0.027101730927825,0.000734503846616,1703.30461188806,182.730019464953,33390.2600136623,1796.09309816995,96.3311297251841,9279.68655413025,22.8599791723645,3.68812648233213,13.6022769496796,3301.71880307405,339.043080029601,114950.210115959,2.06236147253563,2.09985055783088,4.40937236522267,-0.014778756447251,0.195911190362,0.038381194509056,0.09797393609278,0.018627038305871,0.000346966556048,2.90888149123703E-08,0.153684884309769,0.023619044572115,-1.12319758045487E-05,0.025231089442968,0.000636607874185,5.6453514739229,4.77565995376495,22.8069279939943,HAPPY
006.wav,117.453835227273,11178,349.3125,0.268740206956863,0.296751081943512,0.088061206042767,0.31413808465004,0.28197118639946,0.079507745802403,0.206051354487166,0.202178566241176,0.040876172647338,1.49920105934143,7.65387010574341,58.581729888916,-4.22241830825806,80.8354415893555,6534.369140625,-0.004044148605317,1.86431920528412,3.4756863117218,0.077127367258072,0.021523419767618,0.00046325760195,759.701921059611,155.867415882705,24294.651333952,1001.98426609634,182.808742802044,33419.0364448638,22.2060076781355,5.64357234100361,31.849908768141,1177.53655937281,291.050265753674,84710.2571952841,0.713314935918239,0.771196001266455,0.594743272369371,0.023263593438247,0.195830852017501,0.0383497226019,0.0499267578125,0.01446414415089,0.000209211466018,4.02075329475338E-06,0.074318565428257,0.00552324950695,-3.04583750221354E-06,0.014639019034803,0.000214300875086,2.86418140589569,1.77519970187599,3.15133398154061,HAPPY
007.wav,92.28515625,8371,348.791666666667,0.32621368765831,0.309216678142548,0.095614962279797,0.333083152770996,0.274010539054871,0.075081780552864,0.220095568967316,0.186792060469086,0.034891273854287,1.13728046417236,14.4929904937744,210.046768188477,-4.55970096588135,73.4876022338867,5400.427734375,0.00763068953529,2.59017109870911,6.70898675918579,0.061395734548569,0.036213025450707,0.001311383326538,1114.53717024437,379.618517714771,144110.21899196,1381.71762512213,278.896762378889,77783.4040654267,21.4425444136119,5.79544805618679,33.5872181719592,2016.58447265625,774.424779114655,599733.738506781,0.554048300473494,0.679232178130527,0.46135635180794,-0.016215370760142,0.129631735887451,0.016804386949194,0.058717747738487,0.03459318897722,0.001196688723614,1.3959567013444E-07,0.067044593393803,0.00449497718364,2.73921614279971E-06,0.012612874619663,0.000159084607731,3.11843990929705,1.76833485128708,3.1270081462765,HAPPY
008.wav,172.265625,15738,349.733333333333,0.178915217518806,0.30268606543541,0.091618850827217,0.200283706188202,0.294802337884903,0.086908414959908,0.163976993042295,0.237581310473152,0.056444879086141,0.545961678028107,5.34067726135254,28.522834777832,-16.8209457397461,91.2530746459961,8327.1240234375,0.025076474994421,2.16287446022034,4.67802619934082,0.041598707437515,0.024542840197682,0.000602351035923,1519.26463601696,738.446754158828,545303.608727708,1731.90747976112,322.987707958575,104321.059492333,24.0732151791196,6.05556016171457,36.6698088721446,2617.81156961709,1300.28185290484,1690732.89699365,0.241321520779989,0.307594501554066,0.094614377386294,0.187651716974557,0.27391146326661,0.075027489708855,0.064743105658901,0.035787325732798,0.001280732683105,-1.67987082022592E-06,0.04771339520812,0.00227656820789,4.32740812073007E-08,0.003334845649078,1.11211948023993E-05,3.83477551020408,1.86767370864308,3.48820508195659,HAPPY
009.wav,112.34714673913,12256,371.393939393939,0.311266988515854,0.282112151384354,0.079587258398533,0.390126943588257,0.272773444652557,0.07440534979105,0.218468410256328,0.188692572862331,0.035604887053406,3.16922116279602,12.5740509033203,158.10676574707,0.104765929281712,42.0109214782715,1764.91748046875,-0.012531741522253,1.29590845108032,1.67937886714935,0.116722546517849,0.031550671905279,0.00099544483237,1596.14155132823,251.904667540569,63455.9615287244,1811.39434151484,211.715811416911,44823.5848039208,19.8411537995198,4.12539590555942,17.0188913776065,3048.81332277313,515.828565307249,266079.108786935,1.66661342248143,1.79262530968198,3.21350550091241,0.01606103722848,0.156751298160968,0.024570969475149,0.090067385375656,0.020109003925015,0.000404372038856,-7.13140821062552E-07,0.103407241404057,0.010693057440221,2.70532837021165E-05,0.030092256143689,0.000905543914996,5.13625396825397,3.37482370776902,11.3894350585199,HAPPY
010.wav,95.703125,7908,316.32,0.250109314918518,0.282744795084,0.079944625496864,0.327698588371277,0.2841517329216,0.080742202699185,0.209904370978612,0.198175398012484,0.039273488377406,1.34885025024414,5.74297857284546,32.981803894043,-3.03844451904297,50.4470367431641,2544.90356445312,0.001435089157894,1.44786417484283,2.09631061553955,0.080401130020619,0.014661187306047,0.000214950414374,1630.0645650389,224.239882018277,50283.5246875709,1665.79322307702,179.548622775628,32237.7079406247,22.2368908567365,4.55434631550398,20.7420703615447,3005.40819865901,398.759251877367,159008.940957798,1.01601312022707,1.04880469127893,1.0999912804487,-0.022224247467026,0.183296183941404,0.033597491047481,0.107781386956936,0.028613520149615,0.000818733535352,-3.21026021765647E-07,0.075179420411587,0.005651945248246,3.08674452753621E-06,0.014270974323154,0.000203660703846,5.55189115646259,2.84634310828126,8.10166909006021,HAPPY
